Id	Form	Lemma	UPosTag	XPosTag	Feats	Head	DepRel	Deps	Misc
926	убеждение	убеждение	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#269.423#269.777
927	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#269.777#270.131
928	не	не	PART	_	_	_	_	_	words-aal#@aal1975m#270.131#270.485
929	удался	удаться	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	words-aal#@aal1975m#270.485#270.843
930	дизайн	дизайн	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#270.98#271.331
931	надо	надо	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#271.331#271.682
932	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#271.682#272.033
933	чтобы	чтобы	SCONJ	_	Mood=Cnd	_	_	_	words-aal#@aal1975m#272.033#272.384
934	обсуждали	обсуждать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#272.384#272.735
935	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#272.735#273.086
936	и	и	CCONJ	_	_	_	_	_	words-aal#@aal1975m#273.086#273.437
937	наш	наш	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#273.437#273.788
938	дизайн	дизайн	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#273.788#274.139
939	обсуждают	обсуждать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#274.139#274.49
940	постоянно	постоянно	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#274.49#274.843
941	в	в	ADP	_	_	_	_	_	words-aal#@aal1975m#277.117#277.344
942	смысле	смысл	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#277.344#277.571
943	когда	когда	SCONJ	_	_	_	_	_	words-aal#@aal1975m#277.571#277.798
944	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#277.798#278.025
945	был	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#278.025#278.252
946	сделан	делать	VERB	_	Aspect=Perf|Gender=Masc|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	words-aal#@aal1975m#278.252#278.479
947	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#278.479#278.706
948	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	words-aal#@aal1975m#278.706#278.933
949	думаешь	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#278.933#279.16
950	то	то	SCONJ	_	_	_	_	_	words-aal#@aal1975m#279.16#279.387
951	что	что	PRON	_	Case=Nom	_	_	_	words-aal#@aal1975m#279.387#279.614
952	яндекс	Яндекс	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#279.614#279.841
953	у	у	ADP	_	_	_	_	_	words-aal#@aal1975m#279.841#280.068
954	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	words-aal#@aal1975m#280.068#280.295
955	его	он	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#280.295#280.522
956	хотел	хотеть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#280.522#280.749
957	принять	принять	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#280.749#280.976
958	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#280.976#281.203
959	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	words-aal#@aal1975m#281.203#281.43
960	сказали	сказать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#281.43#281.657
961	чо	что	PRON	_	Case=Acc	_	_	_	words-aal#@aal1975m#281.657#281.884
962	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	words-aal#@aal1975m#281.884#282.111
963	нарисовал	рисовать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#282.111#282.338
964	какую-то	какой-то	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#282.338#282.565
965	хуйню	хуйня	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#282.565#282.792
966	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#282.792#283.019
967	и	и	CCONJ	_	_	_	_	_	words-aal#@aal1975m#283.019#283.246
968	вообще	вообще	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#283.246#283.473
969	тут	тут	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#283.473#283.7
970	букву	буква	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#283.7#283.927
971	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	words-aal#@aal1975m#283.927#284.154
972	выделил	выделить	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#284.154#284.381
973	красным	красный	ADJ	_	Case=Ins|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#284.381#284.608
974	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#284.608#284.835
975	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#284.835#285.062
976	какой-то	какой-то	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#285.062#285.289
977	эгоизм	эгоизм	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#285.289#285.516
978	там	там	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#285.516#285.743
979	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	words-aal#@aal1975m#285.743#285.97
980	не	не	PART	_	_	_	_	_	words-aal#@aal1975m#285.97#286.197
981	такие	такой	DET	_	Case=Nom|Number=Plur	_	_	_	words-aal#@aal1975m#286.197#286.451
982	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	words-aal#@aal1975m#286.591#287.079
983	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	words-aal#@aal1975m#287.079#287.567
984	говорили	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#287.567#288.056
985	а	а	CCONJ	_	_	_	_	_	words-aal#@aal1975m#288.14#288.358
986	щас	сейчас	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#288.358#288.576
987	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#288.576#288.794
988	конечно	конечно	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#288.794#289.012
989	уже	уже	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#289.012#289.23
990	всем	все	PRON	_	Animacy=Anim|Case=Dat|Number=Plur	_	_	_	words-aal#@aal1975m#289.23#289.448
991	нравится	нравиться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	words-aal#@aal1975m#289.448#289.666
992	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#289.666#289.884
993	каждый	каждый	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#289.884#290.102
994	хочет	хотеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#290.102#290.32
995	как	как	SCONJ	_	_	_	_	_	words-aal#@aal1975m#290.32#290.538
996	яндекс	Яндекс	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#290.538#290.76
997	щас	сейчас	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#299.76#300.002
998	уже	уже	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#300.002#300.244
999	не	не	PART	_	_	_	_	_	words-aal#@aal1975m#300.244#300.486
1000	так	так	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#300.486#300.728
1001	кстати	кстати	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#300.728#300.971
1002	уж...уже	уже	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#302.154#302.433
1003	не	не	PART	_	_	_	_	_	words-aal#@aal1975m#302.433#302.712
1004	хочу	хотеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#302.712#302.991
1005	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#302.991#303.27
1006	ну	ну	PART	_	_	_	_	_	words-aal#@aal1975m#303.27#303.549
1007	в	в	ADP	_	_	_	_	_	words-aal#@aal1975m#303.549#303.828
1008	смысле	смысл	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	?
1009	уже	уже	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#303.828#304.107
1010	не	не	PART	_	_	_	_	_	words-aal#@aal1975m#304.107#304.386
1011	так	так	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#304.386#304.665
1012	важно	важный	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#304.665#304.944
1013	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	words-aal#@aal1975m#304.944#305.223
1014	понял	понять	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#305.223#305.502
1015	что	что	SCONJ	_	_	_	_	_	words-aal#@aal1975m#305.502#305.781
1016	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#305.781#306.06
1017	вещи	вещь	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	words-aal#@aal1975m#306.06#306.339
1018	более	более	ADV	_	Degree=Cmp	_	_	_	words-aal#@aal1975m#306.339#306.618
1019	ценные	ценный	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	words-aal#@aal1975m#306.618#306.902
1020	потому	потому	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#307.037#307.326
1021	что	что	SCONJ	_	_	_	_	_	words-aal#@aal1975m#307.326#307.615
1022	совершенно	совершенно	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#307.615#307.904
1023	неважно	неважный	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#307.904#308.193
1024	что	что	PRON	_	Case=Acc	_	_	_	words-aal#@aal1975m#308.193#308.482
1025	найдут	найти	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#308.482#308.771
1026	археологи	археолог	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	words-aal#@aal1975m#308.771#309.06
1027	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#309.06#309.349
1028	но	но	CCONJ	_	_	_	_	_	words-aal#@aal1975m#309.349#309.638
1029	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#309.638#309.927
1030	прикольно	прикольно	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#309.927#310.216
1031	для	для	ADP	_	_	_	_	_	words-aal#@aal1975m#310.216#310.505
1032	музея	музей	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#310.505#310.794
1033	через	через	ADP	_	_	_	_	_	words-aal#@aal1975m#310.794#311.083
1034	тысячу	тысяча	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#311.083#311.372
1035	лет	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	words-aal#@aal1975m#311.372#311.661
1036	но	но	CCONJ	_	_	_	_	_	words-aal#@aal1975m#311.661#311.95
1037	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	words-aal#@aal1975m#311.95#312.239
1038	хочу	хотеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#312.239#312.528
1039	оставить	оставить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#312.528#312.817
1040	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#312.817#313.106
1041	более	более	ADV	_	Degree=Cmp	_	_	_	words-aal#@aal1975m#313.106#313.395
1042	важный	важный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#313.395#313.684
1043	след	след	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#313.684#313.973
1044	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#313.973#314.262
1045	даже	даже	PART	_	_	_	_	_	words-aal#@aal1975m#314.262#314.551
1046	если	если	SCONJ	_	_	_	_	_	words-aal#@aal1975m#314.551#314.84
1047	археологи	археолог	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	words-aal#@aal1975m#314.84#315.129
1048	ничего	ничто	PRON	_	Case=Gen	_	_	_	words-aal#@aal1975m#315.129#315.418
1049	не	не	PART	_	_	_	_	_	words-aal#@aal1975m#315.418#315.707
1050	поймут	понять	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#315.707#315.996
1051	и	и	CCONJ	_	_	_	_	_	words-aal#@aal1975m#315.996#316.285
1052	не	не	PART	_	_	_	_	_	words-aal#@aal1975m#316.285#316.574
1053	найдут	найти	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#316.574#316.863
1054	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#316.863#317.152
1055	при	при	ADP	_	_	_	_	_	words-aal#@aal1975m#317.152#317.441
1056	жизни	жизнь	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#317.441#317.73
1057	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#317.73#318.019
1058	чтобы	чтобы	SCONJ	_	Mood=Cnd	_	_	_	words-aal#@aal1975m#318.019#318.308
1059	получить	получить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#318.308#318.597
1060	больше	много	NUM	_	_	_	_	_	words-aal#@aal1975m#318.597#318.888
1061	отдачи	отдача	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#318.95#319.495
1062	повлиять	влиять	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#321.63#322.032
1063	на	на	ADP	_	_	_	_	_	words-aal#@aal1975m#322.032#322.434
1064	культуру	культура	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#322.434#322.837
1065	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#323.215#323.489
1066	важно	важный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	words-aal#@aal1975m#323.489#323.764
1067	на	на	ADP	_	_	_	_	_	words-aal#@aal1975m#323.904#324.283
1068	качество	качество	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#324.283#324.662
1069	жизни	жизнь	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#324.662#325.041
1070	на	на	ADP	_	_	_	_	_	words-aal#@aal1975m#325.041#325.42
1071	культуру	культура	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#325.42#325.799
1072	это	этот	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#325.799#326.178
1073	вещь	вещь	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#326.178#326.558
1074	кото...о	который	PRON	_	Case=Gen	_	_	_	words-aal#@aal1975m#326.619#326.857
1075	которой	который	PRON	_	Case=Gen	_	_	_	words-aal#@aal1975m#326.857#327.095
1076	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	words-aal#@aal1975m#327.095#327.333
1077	думаю	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#327.333#327.571
1078	каждый	каждый	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#327.571#327.809
1079	день	день	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#327.809#328.049
1080	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#331.45#331.616
1081	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#331.616#331.782
1082	айфон	айфон	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#331.782#331.948
1083	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	words-aal#@aal1975m#331.948#332.114
1084	уже	уже	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#332.114#332.28
1085	не	не	PART	_	_	_	_	_	words-aal#@aal1975m#332.28#332.45
1086	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	words-aal#@aal1975m#334.211#334.485
1087	не	не	PART	_	_	_	_	_	words-aal#@aal1975m#334.485#334.759
1088	смогу	мочь	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#334.759#335.033
1089	придумать	придумать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#335.033#335.307
1090	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#335.307#335.581
1091	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	words-aal#@aal1975m#335.581#335.855
1092	могу	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#335.855#336.129
1093	поучаствовать	участвовать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#336.129#336.403
1094	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#336.403#336.677
1095	поскольку	поскольку	SCONJ	_	_	_	_	_	words-aal#@aal1975m#336.677#336.951
1096	мир	мир	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#336.951#337.225
1097	слишком	слишком	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#337.225#337.499
1098	большой	большой	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#337.499#337.773
1099	и	и	CCONJ	_	_	_	_	_	words-aal#@aal1975m#337.773#338.047
1100	сложный	сложный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#338.047#338.321
1101	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#338.321#338.595
1102	роль	роль	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#338.595#338.869
1103	личности	личность	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#338.869#339.143
1104	вообще	вообще	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#339.143#339.417
1105	не	не	PART	_	_	_	_	_	words-aal#@aal1975m#339.417#339.691
1106	такая	такой	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#339.691#339.965
1107	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#339.965#340.239
1108	мм	мм	INTJ	_	_	_	_	_	words-aal#@aal1975m#340.239#340.513
1109	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#340.513#340.787
1110	уже	уже	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#340.787#341.061
1111	как	как	SCONJ	_	_	_	_	_	words-aal#@aal1975m#341.061#341.335
1112	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#341.335#341.609
1113	могла	мочь	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#341.609#341.883
1114	бы	бы	AUX	_	_	_	_	_	words-aal#@aal1975m#341.883#342.157
1115	быть	быть	AUX	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#342.157#342.431
1116	раньше	рано	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#342.431#342.732
1117	поэтому	поэтому	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#342.802#343.056
1118	на	на	ADP	_	_	_	_	_	words-aal#@aal1975m#343.056#343.31
1119	эту	этот	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#343.31#343.564
1120	тему	тема	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#343.564#343.818
1121	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	words-aal#@aal1975m#343.818#344.072
1122	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#344.072#344.326
1123	никаких	никакой	DET	_	Case=Gen|Number=Plur	_	_	_	words-aal#@aal1975m#344.326#344.58
1124	иллюзий	иллюзия	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	words-aal#@aal1975m#344.58#344.834
1125	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#344.834#345.088
1126	и	и	CCONJ	_	_	_	_	_	words-aal#@aal1975m#345.088#345.342
1127	даже	даже	PART	_	_	_	_	_	words-aal#@aal1975m#345.342#345.596
1128	сам	сам	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#345.596#345.85
1129	факт	факт	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#345.85#346.104
1130	того	то	DET	_	Case=Gen|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#346.104#346.358
1131	что	что	SCONJ	_	_	_	_	_	words-aal#@aal1975m#346.358#346.612
1132	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	words-aal#@aal1975m#346.612#346.866
1133	отказался	отказаться	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	words-aal#@aal1975m#346.866#347.12
1134	от	от	ADP	_	_	_	_	_	words-aal#@aal1975m#347.12#347.374
1135	персональных	персональный	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	words-aal#@aal1975m#347.374#347.628
1136	амбиций	амбиция	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	words-aal#@aal1975m#347.628#347.882
1137	в	в	ADP	_	_	_	_	_	words-aal#@aal1975m#347.882#348.136
1138	пользу	польза	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#348.136#348.39
1139	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#348.39#348.644
1140	коллективных	коллективный	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	words-aal#@aal1975m#348.644#348.898
1141	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#348.898#349.152
1142	именно	именно	PART	_	_	_	_	_	words-aal#@aal1975m#349.152#349.406
1143	как	как	SCONJ	_	_	_	_	_	words-aal#@aal1975m#349.406#349.66
1144	студии	студия	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	words-aal#@aal1975m#349.66#349.914
1145	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#349.914#350.168
1146	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#350.168#350.422
1147	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#350.422#350.676
1148	ну	ну	PART	_	_	_	_	_	words-aal#@aal1975m#350.676#350.93
1149	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#350.93#351.184
1150	большая	большой	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#351.184#351.438
1151	работа	работа	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#351.438#351.692
1152	на	на	ADP	_	_	_	_	_	words-aal#@aal1975m#351.692#351.946
1153	самом	самый	ADJ	_	Case=Loc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#351.946#352.2
1154	деле	дело	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#352.2#352.454
1155	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#352.454#352.708
1156	мало	мало	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#352.708#352.962
